STRAND Own Ship Data 1.00							

ABC							
PlanetMayo							
DEF							
HMSIanMayo							

999.9	999.9						

22/07/09							

Time	Course	Speed	Depth	Drift-C	Drift-S	Lat	Long
05:08:12	239.25	4.8987	17.84	0	0	5	30
05:08:20	239.48	4.8987	17.84	0	0	5	30
05:08:27	239.81	4.8571	17.96	0	0	5	30
05:08:36	239.68	4.8432	17.96	0	0	5	30
05:08:44	239.51	4.8224	17.84	0	0	5	30
05:08:52	239.79	4.8918	17.72	0	0	5	30
05:09:00	240.25	4.9334	17.72	0	0	5	30
05:09:08	239.78	4.9543	17.84	0	0	5	30
05:09:16	239.56	4.9959	17.84	0	0	5	30
05:09:24	239.54	5.0445	17.72	0	0	5	30
05:09:32	239.75	5.0375	17.96	0	0	5	30
05:09:40	240.11	5.0514	17.96	0	0	5	30
05:09:48	240.24	5.0306	19.17	0	0	5	30
05:09:56	240.1	5.0167	18.2	0	0	5	30
05:10:04	239.51	4.982	17.96	0	0	5	30
05:10:12	239.47	4.8779	17.6	0	0	5	30
05:10:20	239.23	4.871	17.84	0	0	5	30
05:10:27	238.74	4.8849	18.08	0	0	5	30
05:10:36	238.17	4.871	18.44	0	0	5	30
05:10:44	238.15	4.8849	18.32	0	0	5	30
05:10:52	238.4	4.9057	18.44	0	0	5	30
05:11:00	238.85	4.8641	18.44	0	0	5	30
05:11:08	238.91	4.8918	18.44	0	0	5	30
05:11:16	238.97	4.9265	18.44	0	0	5	30
05:11:24	239.43	4.9681	18.08	0	0	5	30
05:11:32	239.94	4.9543	17.72	0	0	5	30
05:11:40	240.3	4.9265	17.72	0	0	5	30
05:11:48	240.3	4.9126	18.08	0	0	5	30
05:11:56	239.81	4.982	18.08	0	0	5	30
05:12:04	239.73	4.9334	17.96	0	0	5	30
05:12:12	239.66	4.9543	17.36	0	0	5	30
05:12:20	239.6	4.9057	17.12	0	0	5	30
05:12:27	239.51	4.871	17.48	0	0	5	30
05:12:36	239.48	4.9196	18.08	0	0	5	30
05:12:44	239.22	5.0792	18.93	0	0	5	30
05:12:52	239	5.1624	18.93	0	0	5	30
05:13:00	238.79	5.1763	18.56	0	0	5	30
05:13:08	239.05	5.1763	18.44	0	0	5	30
05:13:16	239.23	5.1555	18.69	0	0	5	30
05:13:24	239.55	5.1208	19.17	0	0	5	30
05:13:32	239.84	5.0792	18.93	0	0	5	30
05:13:40	239.52	5.0306	18.81	0	0	5	30
05:13:48	239.37	5.0306	18.81	0	0	5	30
05:13:56	239.34	4.9751	19.05	0	0	5	30
05:14:04	239.09	4.9959	19.17	0	0	5	30
05:14:12	238.98	4.9126	18.81	0	0	5	30
05:14:20	239.54	4.9057	18.32	0	0	5	30
05:14:27	240.07	4.8918	18.32	0	0	5	30
05:14:36	240.57	4.8918	18.44	0	0	5	30
05:14:44	240.39	4.8849	18.56	0	0	5	30
05:14:52	240.24	4.8987	18.56	0	0	5	30
05:15:00	239.92	4.9196	18.44	0	0	5	30
05:15:08	239.39	4.9057	18.44	0	0	5	30
05:15:16	239.17	4.8571	18.44	0	0	5	30
05:15:24	238.94	4.8849	18.44	0	0	5	30
05:15:32	238.86	4.9057	18.44	0	0	5	30
05:15:40	239.07	4.8987	18.32	0	0	5	30
05:15:48	240.23	4.8571	18.08	0	0	5	30
05:15:56	240.58	4.8432	17.96	0	0	5	30
05:16:04	240.27	4.8155	18.08	0	0	5	30
05:16:12	240.06	4.8224	17.96	0	0	5	30
05:16:20	239.6	4.8641	18.2	0	0	5	30
05:16:27	239.02	4.9057	18.56	0	0	5	30
05:16:36	238.53	4.9265	18.81	0	0	5	30
05:16:44	238.55	4.9473	18.44	0	0	5	30
05:16:52	238.43	4.9404	18.32	0	0	5	30
05:17:00	238.85	4.8779	18.44	0	0	5	30
05:17:08	239.73	4.8363	18.69	0	0	5	30
05:17:16	239.98	4.9126	19.05	0	0	5	30
05:17:24	239.96	4.9265	18.56	0	0	5	30
05:17:32	240.24	4.8363	18.44	0	0	5	30
05:17:40	240.49	4.8155	18.56	0	0	5	30
05:17:48	240.41	4.8502	18.32	0	0	5	30
05:17:56	239.92	4.8363	17.96	0	0	5	30
05:18:04	239.57	4.8987	17.84	0	0	5	30
05:18:12	239.26	4.8918	18.08	0	0	5	30
05:18:20	238.86	4.8849	18.32	0	0	5	30
05:18:27	238.82	4.8641	18.44	0	0	5	30
05:18:36	238.76	4.7947	18.2	0	0	5	30
05:18:44	238.86	4.8085	18.32	0	0	5	30
05:18:52	238.63	4.8224	18.56	0	0	5	30
05:19:00	238.79	4.8363	18.93	0	0	5	30
05:19:08	238.95	4.8779	19.05	0	0	5	30
05:19:16	239.18	4.8363	18.93	0	0	5	30
05:19:24	239.54	4.8294	18.44	0	0	5	30
05:19:32	239.62	4.7322	18.69	0	0	5	30
05:19:40	239.49	4.7947	19.05	0	0	5	30
05:19:48	239.12	4.8502	19.05	0	0	5	30
05:19:56	238.96	4.8571	18.81	0	0	5	30
05:20:04	238.92	4.7947	18.69	0	0	5	30
05:20:12	239	4.7392	18.69	0	0	5	30
05:20:20	239.16	4.7183	18.81	0	0	5	30
05:20:27	239.22	4.6559	18.69	0	0	5	30
05:20:36	239.21	4.649	18.44	0	0	5	30
05:20:44	239.01	4.6698	18.2	0	0	5	30
05:20:52	239.07	4.649	18.08	0	0	5	30
05:21:00	239.05	4.7183	19.17	0	0	5	30
05:21:08	239.13	4.7877	18.32	0	0	5	30
05:21:16	239.44	4.7322	18.32	0	0	5	30
05:21:24	239.84	4.6906	18.08	0	0	5	30
05:21:32	239.8	4.7392	17.84	0	0	5	30
05:21:40	239.57	4.7183	17.84	0	0	5	30
05:21:48	239.04	4.6906	17.84	0	0	5	30
05:21:56	239.13	4.7392	17.72	0	0	5	30
05:22:04	239.17	4.7183	18.08	0	0	5	30
05:22:12	239.19	4.7669	18.08	0	0	5	30
05:22:20	239.11	4.8155	18.08	0	0	5	30
05:22:27	239.2	4.8155	18.56	0	0	5	30
05:22:36	239.44	4.8155	18.81	0	0	5	30
05:22:44	239.5	4.8294	18.44	0	0	5	30
05:22:52	239.29	4.7947	18.32	0	0	5	30
05:23:00	239.21	4.76	18.08	0	0	5	30
05:23:08	239.62	4.8016	18.56	0	0	5	30
05:23:16	239.47	4.7808	18.93	0	0	5	30
05:23:24	239.61	4.7183	18.93	0	0	5	30
05:23:32	239.55	4.76	18.93	0	0	5	30
05:23:40	239.57	4.76	18.81	0	0	5	30
05:23:48	239.32	4.8085	18.44	0	0	5	30
05:23:56	238.99	4.7738	18.32	0	0	5	30
05:24:04	238.89	4.6767	18.56	0	0	5	30
05:24:12	238.7	4.7183	18.93	0	0	5	30
05:24:20	238.87	4.8155	18.69	0	0	5	30
05:24:27	239.09	4.8294	18.44	0	0	5	30
05:24:36	239.25	4.8363	18.44	0	0	5	30
05:24:44	239.24	4.8294	18.69	0	0	5	30
05:24:52	239.21	4.7947	18.81	0	0	5	30
05:25:00	239.44	4.8155	18.81	0	0	5	30
05:25:08	239.38	4.8224	18.56	0	0	5	30
05:25:16	239.92	4.8363	18.32	0	0	5	30
05:25:24	240.12	4.8294	18.56	0	0	5	30
05:25:32	239.95	4.8224	18.56	0	0	5	30
05:25:40	240.17	4.8294	18.44	0	0	5	30
05:25:48	240.12	4.8294	18.44	0	0	5	30
05:25:56	239.91	4.8224	18.44	0	0	5	30
05:26:04	239.67	4.8155	18.69	0	0	5	30
05:26:12	239.32	4.8155	18.56	0	0	5	30
05:26:20	238.78	4.7877	18.2	0	0	5	30
05:26:27	238.4	4.7461	18.08	0	0	5	30
05:26:36	238.57	4.76	18.81	0	0	5	30
05:26:44	238.84	4.7877	19.05	0	0	5	30
05:26:52	239.93	4.753	18.93	0	0	5	30
05:27:00	239.98	4.6767	18.69	0	0	5	30
05:27:08	239.75	4.7045	18.44	0	0	5	30
05:27:16	239.9	4.7669	18.32	0	0	5	30
05:27:24	239.35	4.8849	18.2	0	0	5	30
05:27:32	239.27	4.8987	18.08	0	0	5	30
05:27:40	238.85	4.8224	18.08	0	0	5	30
05:27:48	238.96	4.76	17.6	0	0	5	30
05:27:56	239.11	4.7669	17.72	0	0	5	30
05:28:04	239.11	4.8016	17.96	0	0	5	30
05:28:12	239.23	4.8224	18.08	0	0	5	30
05:28:20	239.14	4.8085	18.2	0	0	5	30
05:28:27	239.26	4.753	17.96	0	0	5	30
05:28:36	239.35	4.8016	18.2	0	0	5	30
05:28:44	239.49	4.8224	18.44	0	0	5	30
05:28:52	239.46	4.7669	18.56	0	0	5	30
05:29:00	239.42	4.7322	18.56	0	0	5	30
05:29:08	239.57	4.6767	18.56	0	0	5	30
05:29:16	239	4.7183	18.56	0	0	5	30
05:29:24	238.93	4.8155	18.32	0	0	5	30
05:29:32	239.06	4.76	18.08	0	0	5	30
05:29:40	239.18	4.8016	18.08	0	0	5	30
05:29:48	239.44	4.7808	18.08	0	0	5	30
05:29:56	239.67	4.76	18.56	0	0	5	30
05:30:04	239.95	4.7322	18.44	0	0	5	30
05:30:12	240.08	4.6836	18.2	0	0	5	30
05:30:20	240.08	4.7114	18.08	0	0	5	30
05:30:27	240.08	4.7947	18.08	0	0	5	30
05:30:36	239.85	4.7183	18.32	0	0	5	30
05:30:44	239.43	4.7461	18.44	0	0	5	30
05:30:52	239.19	4.7669	18.44	0	0	5	30
05:31:00	238.93	4.753	18.44	0	0	5	30
05:31:08	238.88	4.8016	18.44	0	0	5	30
05:31:16	238.91	4.8294	18.44	0	0	5	30
05:31:24	239.16	4.8432	18.32	0	0	5	30
05:31:32	239.22	4.8294	18.2	0	0	5	30
05:31:40	239.38	4.8294	18.08	0	0	5	30
05:31:48	239.89	4.7738	17.96	0	0	5	30
05:31:56	240.1	4.7947	18.44	0	0	5	30
05:32:04	239.98	4.8016	18.44	0	0	5	30
05:32:12	239.82	4.8294	18.32	0	0	5	30
05:32:20	239.41	4.8155	18.08	0	0	5	30
05:32:27	238.89	4.8294	18.2	0	0	5	30
05:32:36	239.06	4.8363	18.69	0	0	5	30
05:32:44	239.35	4.8155	18.81	0	0	5	30
05:32:52	239.8	4.7183	18.69	0	0	5	30
05:33:00	239.83	4.6767	18.44	0	0	5	30
05:33:08	240.24	4.6351	18.44	0	0	5	30
05:33:16	240.13	4.649	19.05	0	0	5	30
05:33:24	239.84	4.6628	19.77	0	0	5	30
05:33:32	239.23	4.6975	20.01	0	0	5	30
05:33:40	239.02	4.6767	19.89	0	0	5	30
05:33:48	239.16	4.6143	19.65	0	0	5	30
05:33:56	239.24	4.6073	20.01	0	0	5	30
05:34:04	239.54	4.6767	20.98	0	0	5	30
05:34:12	240.22	4.6836	21.82	0	0	5	30
05:34:20	241.19	4.7045	21.82	0	0	5	30
05:34:27	242.28	4.6975	22.3	0	0	5	30
05:34:36	243.93	4.6143	22.42	0	0	5	30
05:34:44	245.82	4.7183	22.78	0	0	5	30
05:34:52	247.92	4.7183	23.27	0	0	5	30
05:35:00	250.07	4.6975	23.39	0	0	5	30
05:35:08	252.38	4.5934	23.03	0	0	5	30
05:35:16	254.59	4.642	22.9	0	0	5	30
05:35:24	257.11	4.76	22.9	0	0	5	30
05:35:32	259.95	4.8779	22.78	0	0	5	30
05:35:40	262.73	5.0653	22.9	0	0	5	30
05:35:48	265.64	5.1277	23.03	0	0	5	30
05:35:56	268.61	5.2457	23.03	0	0	5	30
05:36:04	271.48	5.4261	22.54	0	0	5	30
05:36:12	274.91	5.4955	21.82	0	0	5	30
05:36:20	277.92	5.5649	21.94	0	0	5	30
05:36:27	281.04	5.6689	21.7	0	0	5	30
05:36:36	285.42	5.5787	21.7	0	0	5	30
05:36:44	289.26	5.6481	21.94	0	0	5	30
05:36:52	293.25	5.662	21.82	0	0	5	30
05:37:00	297.48	5.5232	21.7	0	0	5	30
05:37:08	301.57	5.433	21.94	0	0	5	30
05:37:16	306.08	5.3983	21.7	0	0	5	30
05:37:24	310.44	5.3498	21.46	0	0	5	30
05:37:32	314.6	5.3498	21.46	0	0	5	30
05:37:40	318.81	5.2041	21.82	0	0	5	30
05:37:48	322.65	5.1624	23.03	0	0	5	30
05:37:56	326.78	5.0861	22.42	0	0	5	30
05:38:04	330.28	4.9612	22.3	0	0	5	30
05:38:12	333.93	4.9404	21.7	0	0	5	30
05:38:20	337.5	4.8987	21.22	0	0	5	30
05:38:27	340.47	4.871	21.7	0	0	5	30
05:38:36	344.23	4.8918	22.78	0	0	5	30
05:38:44	347.65	4.8502	22.3	0	0	5	30
05:38:52	350.51	4.8502	21.94	0	0	5	30
05:39:00	353.44	4.8016	21.7	0	0	5	30
05:39:08	356.53	4.7322	21.94	0	0	5	30
05:39:16	359.7	4.6628	21.94	0	0	5	30
05:39:24	3.11	4.6143	23.03	0	0	5	30
05:39:32	6.61	4.7183	21.94	0	0	5	30
05:39:40	10.06	4.6906	22.3	0	0	5	30
05:39:48	13.2	4.6836	22.42	0	0	5	30
05:39:56	15.91	4.649	22.42	0	0	5	30
05:40:04	18.92	4.6143	22.3	0	0	5	30
